Cd_Exercicio,Cd_Orgao,Sigla_Orgao,papa,Cd_Despesa,Vl_Orcado_Ano,Vl_Reduzido,Vl_Congelado,Disponivel,Vl_EmpenhadoLiquido,Vl_Liquidado,Vl_Pago
2020,7,FMD,Projetos,44905100,6000000,0,6000000,0,0,0,0
2020,7,FMD,Projetos,44903900,158467585,0,98753338,59714247,"31714190,86","14352029,5","14352029,5"
2020,7,FMD,Projetos,44903900,360625004,0,360625004,0,0,0,0
2020,7,FMD,Projetos,44903900,0,0,0,"161149666,14","130806105,44","66918233,27","66591678,83"
2020,7,FMD,Projetos,44905100,810000000,"161149666,14","648850333,86",0,0,0,0
2020,7,FMD,Projetos,44905100,27000000,0,27000000,0,0,0,0
2020,7,FMD,Projetos,44905100,37483263,0,37483263,0,0,0,0
2020,7,FMD,Projetos,44905100,5000000,0,5000000,0,0,0,0
2020,7,FMD,Projetos,44905100,5000000,0,5000000,0,0,0,0
2020,7,FMD,Projetos,44905100,5000000,0,5000000,0,0,0,0
2020,7,FMD,Projetos,44905100,34594993,0,34594993,0,0,0,0
2020,7,FMD,Projetos,44905100,235000000,0,235000000,0,0,0,0
2020,7,FMD,Projetos,44903900,1000,0,1000,0,0,0,0
2020,7,FMD,Projetos,44905100,2682000,0,2682000,0,0,0,0
2020,7,FMD,Projetos,44905100,4500000,0,4500000,0,0,0,0
2020,7,FMD,Projetos,44903900,0,0,0,"36595179,9","36595179,9","11723669,9","8515525,7"
2020,7,FMD,Projetos,44905100,117616617,"36595179,9","16530233,64","64491203,46","13283582,16",0,0
2020,7,FMD,Projetos,44905100,1000,0,1000,0,0,0,0
2020,8,FMID,Atividades,33903000,85000,85000,85000,0,0,0,0
2020,8,FMID,Atividades,33903900,21184,21184,21184,0,0,0,0
2020,8,FMID,Atividades,33503900,1900000,0,"2336267,13",0,0,0,0
2020,8,FMID,Atividades,33503900,642000,0,642000,0,0,0,0
2020,8,FMID,Atividades,33503900,85200,0,85200,0,0,0,0
2020,11,SGM,Atividades,33903900,7016000,"7385180,02",0,"1835023,06","1835023,06","1476643,76","1476643,76"
2020,11,SGM,Atividades,33901400,30000,29430,29430,570,570,570,570
2020,11,SGM,Atividades,33903300,298638,0,0,298638,0,0,0
2020,11,SGM,Atividades,33903900,212000,"205224,96","116728,32","6775,04","4290,04","4290,04","4290,04"
2020,11,SGM,Atividades,33909200,0,0,0,40,40,40,40
2020,11,SGM,Atividades,33903900,1000,1000,1000,0,0,0,0
2020,11,SGM,Atividades,33903000,15000,15000,15000,0,0,0,0
2020,11,SGM,Atividades,44905200,10000,10000,10000,0,0,0,0
2020,11,SGM,Atividades,33903900,1000,1000,1000,0,0,0,0
2020,11,SGM,Projetos,33903900,30000,30000,30000,0,0,0,0
2020,11,SGM,Atividades,33904000,1200000,"247969,2","247969,2","952030,8","952030,8","769027,77","751187,15"
2020,11,SGM,Atividades,33903900,80940599,18000000,18000000,"86826685,13","86826685,13","75606055,28","75606055,28"
2020,11,SGM,Atividades,33903900,5000000,4695000,0,305000,305000,"285305,02","285305,02"
2020,11,SGM,Atividades,33903900,1000,1000,1000,0,0,0,0
2020,11,SGM,Atividades,33903900,626670,0,0,656670,656670,"543957,19","543957,19"
2020,11,SGM,Projetos,44905100,2009000,75600,3000,1930400,1930400,1930400,1930400
2020,11,SGM,Atividades,33903900,80000,80000,0,0,0,0,0
2020,11,SGM,Pessoal,31901100,27203408,0,0,29181408,"28999215,95","28999215,95","28999215,95"
2020,11,SGM,Pessoal,31909600,1143828,"774152,72",0,"369675,28","229749,6","185443,44","185443,44"
2020,11,SGM,Atividades,33503900,596546,"137285,86","137285,86","459260,14","324150,67","190568,92","190568,92"
2020,11,SGM,Atividades,33504100,220000,"39536,5",0,"180463,5","180463,5","180463,5","180463,5"
2020,11,SGM,Atividades,33504800,132972,"54000,8","54000,8","78971,2","68186,8","14264,8","14264,8"
2020,11,SGM,Atividades,33900800,0,0,0,"2958,72","2432,86","2432,86","2432,86"
2020,11,SGM,Atividades,33901400,100000,100000,30000,0,0,0,0
2020,11,SGM,Atividades,33903000,290000,"144898,08","31145,15","145101,92","123119,21","105409,47","105409,47"
2020,11,SGM,Atividades,33903300,747375,"142624,58","142624,58","604750,42","285131,78","220465,96","220465,96"
2020,11,SGM,Atividades,33903900,10744000,"1343965,51","686264,97","9787156,67","9060332,56","4885892,16","4885892,16"
2020,11,SGM,Auxílios,33904600,3500000,0,0,3500000,"3222253,61","3222253,61","3222253,61"
2020,11,SGM,Auxílios,33904900,800000,0,0,800000,"416907,95","416907,95","416907,95"
2020,11,SGM,Atividades,33909200,0,0,0,0,0,0,0
2020,11,SGM,Atividades,33909300,315000,"314674,47","1674,47","325,53","325,53","325,53","325,53"
2020,11,SGM,Atividades,44905200,210000,"42732,21","42732,21","394773,66","394773,66","181892,66","181892,66"
2020,11,SGM,Atividades,33903000,340674,"252312,51","79225,38","88361,49","88361,49","83427,16","83427,16"
2020,11,SGM,Atividades,33903900,6958179,"227642,96","227642,96","7429827,46","7254973,18","5072877,43","5072877,43"
2020,11,SGM,Atividades,33909200,0,0,0,3000,3000,3000,3000
2020,11,SGM,Atividades,44905200,244000,"44025,12","44025,12","199974,88","199974,88","170240,36","170240,36"
2020,11,SGM,Atividades,33903600,120000,24000,24000,96000,"95999,75","79180,15","79180,15"
2020,11,SGM,Atividades,33903900,85019,56144,56144,28875,28875,0,0
2020,11,SGM,Atividades,33904700,24000,4800,4800,19200,19200,"11796,55","11796,55"
2020,11,SGM,Atividades,33903500,17215360,0,0,17442160,"17200605,27","9281878,98","9281878,98"
2020,11,SGM,Atividades,33909200,0,0,0,"183527,97","183527,97","183527,97","183527,97"
2020,11,SGM,Projetos,44903500,1000000,1000000,0,0,0,0,0
2020,11,SGM,Projetos,44904000,2068886,0,0,"2645660,66","2645660,66","766229,22","766229,22"
2020,11,SGM,Atividades,33904000,435000,"78723,31","78723,31","541107,52","541107,52","541107,52","541107,52"
2020,11,SGM,Atividades,44904000,1000,1000,1000,0,0,0,0
2020,11,SGM,Atividades,44905200,52000,5050,5050,46950,46950,46950,46950
2020,11,SGM,Atividades,33904000,5536000,"481,35","481,35","5535518,65","4738269,82","3730432,6","3646375,7"
2020,11,SGM,Atividades,33903600,100000,100000,0,0,0,0,0
2020,11,SGM,Atividades,33903900,2180000,2038550,"35103,13",141450,141450,80750,80750
2020,11,SGM,Atividades,33904700,20000,20000,0,0,0,0,0
2020,11,SGM,Projetos,33903900,0,0,"248198,4",0,0,0,0
2020,11,SGM,Projetos,44903900,10000,0,"4218,6","5781,4",5780,0,0
2020,11,SGM,Atividades,33804100,300000,"64860,27","21110,27","235139,73","212079,28","212079,28","212079,28"
2020,11,SGM,Atividades,33809200,0,0,0,43750,"29334,67","29334,67","29334,67"
2020,11,SGM,Atividades,33901400,70000,"50441,14","50441,14","19558,86","19558,86","19558,86","19558,86"
2020,11,SGM,Atividades,33903900,100000,99296,"58824,73",704,704,704,704
2020,11,SGM,Atividades,33909200,0,0,0,"471,27","471,27","471,27","471,27"
2020,11,SGM,Atividades,44903900,1000,1000,1000,0,0,0,0
2020,11,SGM,Projetos,44903900,5000000,"1758732,82",0,"6370261,01",42664,42664,42664
2020,11,SGM,Projetos,44913900,0,0,0,"1689619,39",915400,665400,665400
2020,11,SGM,Projetos,44905100,1000,"8433417,25",1000,0,0,0,0
2020,11,SGM,Projetos,44905100,0,"558513,45",0,"7874903,8","7874903,8",0,0
2020,11,SGM,Projetos,44909300,0,0,0,"5669367,37","5669367,37","5669367,37",0
2020,11,SGM,Atividades,33903900,10000,177,177,9823,9823,0,0
2020,11,SGM,Atividades,33903900,1384211,0,0,2185500,2185500,1023000,1023000
2020,11,SGM,Atividades,33903900,6400000,6400000,6400000,0,0,0,0
2020,11,SGM,Atividades,33913900,20000000,20000000,20000000,0,0,0,0
2020,11,SGM,Projetos,33903900,45000,0,45000,0,0,0,0
2020,11,SGM,Projetos,33903900,30000,30000,30000,0,0,0,0
2020,11,SGM,Projetos,44903900,300000,300000,300000,0,0,0,0
2020,11,SGM,Projetos,33903900,84000,0,84000,0,0,0,0
2020,11,SGM,Atividades,33903900,60000,0,60000,0,0,0,0
2020,11,SGM,Atividades,33903900,100000,100000,100000,0,0,0,0
2020,11,SGM,Atividades,33903900,300000,300000,300000,0,0,0,0
2020,11,SGM,Atividades,33903900,500000,499913,500000,0,0,0,0
2020,11,SGM,Atividades,33903900,500000,498500,500000,0,0,0,0
2020,11,SGM,Atividades,33903900,500000,500000,500000,0,0,0,0
2020,11,SGM,Atividades,33903900,3500000,"3324964,93",3500000,0,0,0,0
2020,11,SGM,Atividades,33903900,540000,500000,540000,0,0,0,0
2020,11,SGM,Atividades,33903900,30000,30000,30000,0,0,0,0
2020,11,SGM,Atividades,33903900,50000,40000,50000,0,0,0,0
2020,11,SGM,Atividades,33903900,55000,55000,55000,0,0,0,0
2020,11,SGM,Atividades,33903900,80000,80000,80000,0,0,0,0
2020,11,SGM,Atividades,33903900,60000,60000,60000,0,0,0,0
2020,11,SGM,Atividades,33903900,105000,105000,105000,0,0,0,0
2020,11,SGM,Atividades,33903900,60000,60000,60000,0,0,0,0
2020,11,SGM,Atividades,33903900,30000,30000,30000,0,0,0,0
2020,11,SGM,Atividades,33903900,50000,50000,50000,0,0,0,0
2020,11,SGM,Atividades,33903900,130000,130000,130000,0,0,0,0
2020,11,SGM,Atividades,33903900,100000,100000,100000,0,0,0,0
2020,11,SGM,Atividades,33903900,45000,45000,45000,0,0,0,0
2020,11,SGM,Atividades,33903900,100000,100000,100000,0,0,0,0
2020,11,SGM,Atividades,33903900,4000000,3810000,4000000,0,0,0,0
2020,11,SGM,Atividades,33903900,4000000,3938425,4000000,0,0,0,0
2020,11,SGM,Atividades,33903900,3500000,3449980,4020000,0,0,0,0
2020,11,SGM,Atividades,33903900,4000000,2990000,4000000,0,0,0,0
2020,11,SGM,Atividades,33903000,0,0,0,0,0,0,0
2020,11,SGM,Atividades,33903900,129566000,"351102001,9","339837407,46",0,0,0,0
2020,11,SGM,Atividades,33903900,500000,490000,500000,0,0,0,0
2020,11,SGM,Atividades,33903900,500000,455000,500000,0,0,0,0
2020,11,SGM,Atividades,33903900,2700000,3681236,2716764,0,0,0,0
2020,12,SMSUB,Projetos,44905100,1000,1000,1000,0,0,0,0
2020,12,SMSUB,Projetos,44903000,0,"168631,61",0,"291368,39",256014,0,0
2020,12,SMSUB,Projetos,44903900,1000,"99047,24",1000,"445396,33","422714,7","85265,57","85265,57"
2020,12,SMSUB,Projetos,44903900,0,"20877,66",0,"203194,31","203194,31",0,0
2020,12,SMSUB,Projetos,44905200,0,0,0,"51753,55","50896,8",0,0
2020,12,SMSUB,Atividades,33903900,300000,"278644,26",0,"21355,74",0,0,0
2020,12,SMSUB,Atividades,33903000,5000,5000,5000,0,0,0,0
2020,12,SMSUB,Atividades,33903900,50000,50000,50000,0,0,0,0
2020,12,SMSUB,Atividades,44905200,1000,1000,1000,0,0,0,0
2020,12,SMSUB,Atividades,33903000,6000,0,0,"89811,06","24830,94","24830,94","24830,94"
2020,12,SMSUB,Atividades,33904000,3532722,1340707,0,2192015,"1543445,77","1160153,56","1160153,56"
2020,12,SMSUB,Atividades,33909200,0,0,0,15300,15300,15300,15300
2020,12,SMSUB,Atividades,44904000,128528,0,0,"1443103,33",1239117,13117,0
2020,12,SMSUB,Atividades,44905200,150000,"62357,02",0,"87642,98",16150,16150,16150
2020,12,SMSUB,Projetos,44903900,1000,1000,1000,0,0,0,0
2020,12,SMSUB,Projetos,44903900,800000,800000,800000,0,0,0,0
2020,12,SMSUB,Atividades,33903900,800000,208518,0,591482,"484214,54",0,0
2020,12,SMSUB,Atividades,33903000,200000,0,0,200000,0,0,0
2020,12,SMSUB,Atividades,33903700,498817,498817,0,0,0,0,0
2020,12,SMSUB,Atividades,33903900,844007,0,0,1551342,"1470638,61","1133129,95","1133020,68"
2020,12,SMSUB,Atividades,44905200,60000,0,0,60000,0,0,0
2020,12,SMSUB,Projetos,44903900,1000,1000,1000,0,0,0,0
2020,12,SMSUB,Projetos,44903900,1000,0,1000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,1000,1000,1000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,1000,0,1000,0,0,0,0
2020,12,SMSUB,Projetos,44905200,1000,0,1000,0,0,0,0
2020,12,SMSUB,Projetos,44903900,1000,1000,1000,"922270,87","441926,51","183287,74","183287,74"
2020,12,SMSUB,Projetos,44905100,1000,1000,1000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,1000,0,1000,"137489,81","25944,39",0,0
2020,12,SMSUB,Atividades,33903900,300000,300000,"14466,72",0,0,0,0
2020,12,SMSUB,Atividades,33903900,1000,1000,1000,0,0,0,0
2020,12,SMSUB,Atividades,44905200,1000,1000,1000,0,0,0,0
2020,12,SMSUB,Atividades,33903900,1000,1000,1000,0,0,0,0
2020,12,SMSUB,Projetos,44903900,1000000,900000,1000000,0,0,0,0
2020,12,SMSUB,Pessoal,31901100,36499007,"2390350,75",0,"34108656,25","34108656,25","34108656,25","34108656,25"
2020,12,SMSUB,Pessoal,31909600,0,0,0,"45966,61","45966,61","9940,17","9940,17"
2020,12,SMSUB,Atividades,33503900,3244667,"858389,71",0,"2386277,29","2386277,29","1557159,39","1557159,39"
2020,12,SMSUB,Atividades,33504800,770006,"274246,8",0,"495759,2","495759,2","101279,2","101279,2"
2020,12,SMSUB,Atividades,33900800,0,0,0,"9964,96","8934,73","8934,73","8934,73"
2020,12,SMSUB,Atividades,33901400,20000,20000,0,0,0,0,0
2020,12,SMSUB,Atividades,33903000,350000,"146098,31",0,"2236901,62","2157105,96","2150542,16","2147314,16"
2020,12,SMSUB,Atividades,33903300,530509,"161597,97",0,"368911,03","368911,03","58787,18","58787,18"
2020,12,SMSUB,Atividades,33903500,3391457,3391457,0,0,0,0,0
2020,12,SMSUB,Atividades,33903900,21738514,"14984658,58","1000,05","6753855,42","6255008,07",4601874,4601464
2020,12,SMSUB,Auxílios,33904600,5000000,0,0,5000000,"4668412,15","4668412,15","4668412,15"
2020,12,SMSUB,Atividades,33904700,11000,0,0,"44343,18","44343,18","14270,27","9974,14"
2020,12,SMSUB,Auxílios,33904900,1000000,0,0,1000000,"748684,72","748684,72","748684,72"
2020,12,SMSUB,Atividades,33909200,0,0,0,"15246,54","15246,54","15246,54","15246,54"
2020,12,SMSUB,Atividades,33913900,281421,"2361,55",0,"279059,45","279059,45","279059,44","279059,44"
2020,12,SMSUB,Atividades,44905200,555464,"2220,4",0,"662415,8","311490,9","272520,9","272520,9"
2020,12,SMSUB,Atividades,44905200,136986,0,136986,0,0,0,0
2020,12,SMSUB,Projetos,44903500,1000,"45440,13",1000,"60254,13","60254,13","60254,13",0
2020,12,SMSUB,Projetos,44904000,1000,1000,1000,"4438316,49","4355808,63",3422264,3422264
2020,12,SMSUB,Atividades,33904000,33224575,0,0,"37151112,75","36096609,38","30859811,23","30859811,23"
2020,12,SMSUB,Atividades,33909200,0,0,0,"458922,77","458922,77","458922,77","458922,77"
2020,12,SMSUB,Atividades,33903500,0,7150149,0,2743391,1743391,849543,849543
2020,12,SMSUB,Atividades,33904000,9893540,"10140333,13",0,"726166,11","726166,11","479372,98","479372,98"
2020,12,SMSUB,Projetos,44905100,62514,62514,62514,0,0,0,0
2020,12,SMSUB,Projetos,44905100,32599,32599,32599,0,0,0,0
2020,12,SMSUB,Projetos,44905100,32501,32501,32501,0,0,0,0
2020,12,SMSUB,Projetos,44905100,119532,119532,119532,0,0,0,0
2020,12,SMSUB,Projetos,44905100,270248,270248,270248,0,0,0,0
2020,12,SMSUB,Projetos,44905100,300000,300000,300000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,1074692,1074692,1074692,0,0,0,0
2020,12,SMSUB,Projetos,44903900,800000,800000,800000,0,0,0,0
2020,12,SMSUB,Projetos,44903900,800000,800000,800000,0,0,0,0
2020,12,SMSUB,Projetos,44903900,800000,800000,800000,0,0,0,0
2020,12,SMSUB,Projetos,44903900,400000,400000,400000,0,0,0,0
2020,12,SMSUB,Projetos,44903900,400000,400000,400000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,200000,200000,200000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,200000,200000,200000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,200000,200000,200000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,200000,200000,200000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,200000,200000,200000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,200000,200000,200000,0,0,0,0
2020,12,SMSUB,Projetos,44903500,0,"639543,42",0,"8401514,98","8401514,98",3751031,3751031
2020,12,SMSUB,Projetos,44903900,0,"5817,41",0,"5303293,57","1703078,56","796412,65","796412,65"
2020,12,SMSUB,Projetos,44903900,2710024,"1209000,32",2710024,"1501023,68","808098,06",0,0
2020,12,SMSUB,Projetos,44905100,1000,1000,1000,"871858,63","346388,09","346386,34","346386,34"
2020,12,SMSUB,Projetos,44905100,36838276,0,36838276,0,0,0,0
2020,12,SMSUB,Projetos,44909200,0,0,0,"63300,33","63300,33",0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,220000,220000,220000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,70000,70000,70000,0,0,0,0
2020,12,SMSUB,Projetos,44903900,30000,30000,30000,0,0,0,0
2020,12,SMSUB,Projetos,44903900,500000,500000,500000,0,0,0,0
2020,12,SMSUB,Projetos,44903900,30000,30000,30000,0,0,0,0
2020,12,SMSUB,Atividades,44905100,500000,500000,500000,0,0,0,0
2020,12,SMSUB,Projetos,33903900,500000,500000,500000,0,0,0,0
2020,12,SMSUB,Atividades,33903000,12000000,321000,0,11695482,"7777940,7","7602653,11","6578411,11"
2020,12,SMSUB,Atividades,33903900,18000000,50000,0,17950000,17916304,"16466552,45","15067704,41"
2020,12,SMSUB,Atividades,33909200,0,0,0,"77077,44","74077,44","74077,44",0
2020,12,SMSUB,Atividades,33903000,2100000,2100000,0,0,0,0,0
2020,12,SMSUB,Atividades,33903900,28877250,800000,0,"35569711,91","35544631,91","33041125,73","30151336,31"
2020,12,SMSUB,Projetos,44903900,1000,1000,1000,"287702,11","141537,01",0,0
2020,12,SMSUB,Projetos,44903900,911878,0,911878,"515009,25",0,0,0
2020,12,SMSUB,Projetos,44905100,1190000,1190000,1190000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,300000,300000,300000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,300000,300000,300000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,500000,500000,500000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,500000,500000,500000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,500000,500000,500000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,500000,500000,500000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,300000,300000,300000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,800000,800000,800000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,300000,300000,300000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,200000,200000,200000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,200000,200000,200000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,500000,500000,500000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,500000,500000,500000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,300000,300000,300000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,600000,600000,600000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,1000000,1000000,1000000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44903500,1000,1000,1000,"13159761,85","11231740,22","6343878,66","6128113,79"
2020,12,SMSUB,Projetos,44903900,1000,0,1000,"26802865,26","26751754,06","26692969,93","26692969,93"
2020,12,SMSUB,Projetos,44903900,0,0,"1,3","491069184,1","491069184,1","475784514,92","474902044,16"
2020,12,SMSUB,Projetos,44903900,651429,651429,651429,0,0,0,0
2020,12,SMSUB,Projetos,44905100,1000,"4377,61",1000,"2227045,17","1472305,28","1241803,2","1060328,03"
2020,12,SMSUB,Projetos,44905100,319507000,319507000,0,0,0,0,0
2020,12,SMSUB,Projetos,44905100,3426552,"763382,16",3426552,"2663169,84","2259596,06",0,0
2020,12,SMSUB,Projetos,44909200,0,0,0,"1984148,84","1984148,84","1984148,84","1984148,84"
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,250000,250000,250000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,350000,350000,350000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,360000,360000,360000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,2000000,2000000,2000000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,100000,100000,100000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,150000,150000,150000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,100000,0,100000,0,0,0,0
2020,12,SMSUB,Projetos,44905100,50000,50000,50000,0,0,0,0
2020,12,SMSUB,Atividades,33903000,7200000,2200000,0,5000000,"4921124,16","4912012,4","4782065,86"
2020,12,SMSUB,Atividades,33903900,24314335,"6684134,56",0,"23923477,74","23923477,74","23000730,58","20880309,75"
2020,12,SMSUB,Atividades,33903000,59970000,"6960435,02",0,"53408164,84","53408164,84","48108468,14","46762074,35"
2020,12,SMSUB,Atividades,33903500,0,"6960435,02",0,0,0,0,0
2020,12,SMSUB,Atividades,33903900,64670052,"5589802,45","1849052,17","96892625,16",96446881,"69565507,49","68634931,72"
2020,12,SMSUB,Atividades,33903000,1120000,1120000,0,7954940,"7806223,64","6348401,3","4953381,3"
2020,12,SMSUB,Atividades,33903900,27942119,"11114619,98","2776014,33","50649262,74","50649262,74","46056204,76","44744161,72"
2020,12,SMSUB,Atividades,33909200,0,0,0,28530,28530,28530,28530
2020,12,SMSUB,Atividades,33903900,5700000,0,0,5700000,5700000,"3139270,84","3139270,84"
2020,12,SMSUB,Atividades,33903900,1666506,600000,0,1066506,"1056138,17","844778,24","844778,24"
2020,12,SMSUB,Atividades,33903900,3439498,"400025,86",0,"3039472,14","3039472,14","2606040,91","2606040,91"
2020,12,SMSUB,Atividades,33903900,78183446,"22890676,16",0,"64184890,02","63808091,01","58947136,61","56435209,46"
2020,12,SMSUB,Atividades,33903900,14000000,"4290444,76","108423,8","9736476,77","9735150,1","8941306,8","8941306,8"
2020,12,SMSUB,Projetos,44903900,0,0,0,"32241,17","32241,17","32241,17","32241,17"
2020,12,SMSUB,Projetos,44905100,15001000,"8429605,74","42599229,46","72436051,99","66833620,61","63010152,78","63010152,78"
2020,12,SMSUB,Projetos,44905100,29450181,"4648006,61",29450181,"4247407,94","4247407,94","4247379,4","4247379,4"
