sigla,codigo,id_orgao,papa,administracao,disponivel,subFuncao,despesa,credito,funcao
FMD       ,2020J,114999,INVESTIMENTOS,Direta,4,244,0,60,Assistência Social
FMD       ,2020J,116541,INVESTIMENTOS,Direta,4,244,0,60,Assistência Social
FMD       ,2020J,116692,INVESTIMENTOS,Direta,5,244,0,60,Assistência Social
FMD       ,2020J,118983,INVESTIMENTOS,Direta,5,244,0,120,Assistência Social
FMD       ,2020J,123044,INVESTIMENTOS,Direta,4,301,0,60,Saúde
FMD       ,2020J,127582,INVESTIMENTOS,Direta,4,301,0,180,Saúde
FMD       ,2020J,129955,INVESTIMENTOS,Direta,4,301,0,60,Saúde
FMD       ,2020J,132976,INVESTIMENTOS,Direta,4,301,0,120,Saúde
FMD       ,2020J,134143,INVESTIMENTOS,Direta,5,301,0,60,Saúde
FMD       ,2020J,135335,INVESTIMENTOS,Direta,5,301,0,180,Saúde
FMD       ,2020J,135400,INVESTIMENTOS,Direta,4,302,0,60,Saúde
FMD       ,2020J,137873,INVESTIMENTOS,Direta,4,302,0,60,Saúde
FMD       ,2020J,141355,INVESTIMENTOS,Direta,4,302,0,240,Saúde
FMD       ,2020J,141377,INVESTIMENTOS,Direta,4,302,0,345,Saúde
FMD       ,2020J,142326,INVESTIMENTOS,Direta,5,302,0,60,Saúde
FMD       ,2020J,144801,INVESTIMENTOS,Direta,5,302,0,60,Saúde
FMD       ,2020J,145130,INVESTIMENTOS,Direta,4,303,0,120,Saúde
FMD       ,2020J,146188,INVESTIMENTOS,Direta,4,303,0,60,Saúde
FMD       ,2020J,147756,INVESTIMENTOS,Direta,4,303,0,120,Saúde
FMD       ,2020J,147793,INVESTIMENTOS,Direta,4,303,0,90,Saúde
FMD       ,2020J,148993,INVESTIMENTOS,Direta,5,303,0,60,Saúde
FMD       ,2020J,151358,INVESTIMENTOS,Direta,5,303,0,150,Saúde
FMD       ,2020J,155550,INVESTIMENTOS,Direta,4,304,0,420,Saúde
FMD       ,2020J,155854,INVESTIMENTOS,Direta,4,304,0,60,Saúde
FMD       ,2020J,155984,INVESTIMENTOS,Direta,4,304,0,60,Saúde
FMD       ,2020J,157568,INVESTIMENTOS,Direta,4,304,0,60,Saúde
FMD       ,2020J,159954,INVESTIMENTOS,Direta,5,304,0,60,Saúde
FMD       ,2020J,164259,INVESTIMENTOS,Direta,5,304,0,60,Saúde
FMD       ,2020J,167906,INVESTIMENTOS,Direta,4,305,0,60,Saúde
FMD       ,2020J,168936,INVESTIMENTOS,Direta,4,305,0,60,Saúde
FMD       ,2020J,172112,INVESTIMENTOS,Direta,4,305,0,60,Saúde
FMD       ,2020J,172797,INVESTIMENTOS,Direta,4,305,0,60,Saúde
FMD       ,2020J,174782,INVESTIMENTOS,Direta,5,305,0,60,Saúde
FMD       ,2020J,175392,INVESTIMENTOS,Direta,5,305,0,60,Saúde
FMD       ,2020J,175932,INVESTIMENTOS,Direta,4,361,0,60,Educação
FMD       ,2020J,175991,INVESTIMENTOS,Direta,4,361,0,180,Educação
FMD       ,2020J,180753,INVESTIMENTOS,Direta,4,361,0,120,Educação
FMD       ,2020J,181316,INVESTIMENTOS,Direta,4,361,0,120,Educação
FMD       ,2020J,183096,INVESTIMENTOS,Direta,5,361,0,60,Educação
FMD       ,2020J,183947,INVESTIMENTOS,Direta,5,361,0,180,Educação
FMD       ,2020J,184271,INVESTIMENTOS,Direta,4,365,0,170,Educação
FMD       ,2020J,185439,INVESTIMENTOS,Direta,4,365,0,120,Educação
FMD       ,2020J,186149,INVESTIMENTOS,Direta,4,365,0,60,Educação
FMD       ,2020J,187100,INVESTIMENTOS,Direta,4,365,0,60,Educação
FMD       ,2020J,188278,INVESTIMENTOS,Direta,5,365,0,120,Educação
FMD       ,2020J,189879,INVESTIMENTOS,Direta,5,365,0,120,Educação
FMD       ,2020J,192183,INVESTIMENTOS,Direta,4,367,0,60,Educação
FMD       ,2020J,195262,INVESTIMENTOS,Direta,4,367,0,60,Educação
FMD       ,2020J,200860,INVESTIMENTOS,Direta,4,367,0,60,Educação
FMD       ,2020J,202635,INVESTIMENTOS,Direta,4,367,0,60,Educação
FMD       ,2020J,205350,OUTRAS DESPESAS CORRENTES,Direta,5,367,0,60,Educação
FMD       ,2020J,205719,OUTRAS DESPESAS CORRENTES,Direta,5,367,0,90,Educação
FMD       ,2020J,227499,OUTRAS DESPESAS CORRENTES,Direta,4,451,0,60,Urbanismo
FMD       ,2020J,227517,OUTRAS DESPESAS CORRENTES,Direta,4,451,0,180,Habitação
FMD       ,2020J,228082,OUTRAS DESPESAS CORRENTES,Direta,4,451,0,60,Habitação
FMD       ,2020J,228222,OUTRAS DESPESAS CORRENTES,Direta,4,451,0,60,Habitação
FMD       ,2020J,229179,OUTRAS DESPESAS CORRENTES,Direta,4,451,0,60,Habitação
FMD       ,2020J,229361,OUTRAS DESPESAS CORRENTES,Direta,4,451,0,60,Habitação
FMD       ,2020J,231554,OUTRAS DESPESAS CORRENTES,Direta,4,482,0,240,Habitação
FMD       ,2020J,235507,OUTRAS DESPESAS CORRENTES,Direta,4,482,0,240,Habitação
FMD       ,2020J,236284,OUTRAS DESPESAS CORRENTES,Direta,4,482,0,60,Habitação
FMD       ,2020J,238007,OUTRAS DESPESAS CORRENTES,Direta,4,482,0,60,Habitação
FMD       ,2020J,240712,OUTRAS DESPESAS CORRENTES,Direta,4,482,0,80,Habitação
FMD       ,2020J,240884,OUTRAS DESPESAS CORRENTES,Direta,5,482,0,120,Habitação
FMD       ,2020J,241649,OUTRAS DESPESAS CORRENTES,Direta,5,482,0,60,Habitação
FMD       ,2020J,241729,INVESTIMENTOS,Direta,4,482,0,60,Habitação
FMD       ,2020J,242793,OUTRAS DESPESAS CORRENTES,Direta,4,451,0,60,Transporte
FMD       ,2020J,246834,OUTRAS DESPESAS CORRENTES,Direta,4,451,0,60,Transporte
FMD       ,2020J,248270,PESSOAL E ENCARGOS SOCIAIS,Direta,4,451,0,90,Transporte
FMD       ,2020J,255548,PESSOAL E ENCARGOS SOCIAIS,Direta,4,451,0,60,Transporte
FMD       ,2020J,256815,OUTRAS DESPESAS CORRENTES,Direta,4,451,0,120,Transporte
FMD       ,2020J,258392,OUTRAS DESPESAS CORRENTES,Direta,4,451,0,60,Transporte
FMD       ,2020J,258894,OUTRAS DESPESAS CORRENTES,Direta,5,451,0,60,Transporte
FMD       ,2020J,260355,OUTRAS DESPESAS CORRENTES,Direta,5,451,0,60,Transporte
FMID      ,2020J,262011,OUTRAS DESPESAS CORRENTES,Direta,3,241,0,60,Assistência Social
FMID      ,2020J,262934,OUTRAS DESPESAS CORRENTES,Direta,3,241,0,60,Assistência Social
FMID      ,2020J,268073,OUTRAS DESPESAS CORRENTES,Direta,4,241,0,90,Assistência Social
FMID      ,2020J,268733,OUTRAS DESPESAS CORRENTES,Direta,3,241,0,180,Assistência Social
FMID      ,2020J,271251,OUTRAS DESPESAS CORRENTES,Direta,3,241,0,60,Assistência Social
FMID      ,2020J,277880,OUTRAS DESPESAS CORRENTES,Direta,3,241,0,60,Assistência Social
SGM       ,2020J,279572,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,281022,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,150,Administração
SGM       ,2020J,281250,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,281589,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,282821,INVESTIMENTOS,Direta,3,122,0,60,Administração
SGM       ,2020J,286488,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,287548,OUTRAS DESPESAS CORRENTES,Direta,3,126,0,120,Comunicações
SGM       ,2020J,290201,OUTRAS DESPESAS CORRENTES,Direta,3,126,0,60,Comunicações
SGM       ,2020J,290757,INVESTIMENTOS,Direta,3,131,0,60,Comunicações
SGM       ,2020J,291334,OUTRAS DESPESAS CORRENTES,Direta,3,131,0,60,Comunicações
SGM       ,2020J,292923,OUTRAS DESPESAS CORRENTES,Direta,4,122,0,180,Administração
SGM       ,2020J,293699,OUTRAS DESPESAS CORRENTES,Direta,4,122,0,120,Administração
SGM       ,2020J,294570,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,294594,INVESTIMENTOS,Direta,3,122,0,60,Administração
SGM       ,2020J,295741,INVESTIMENTOS,Direta,3,122,0,240,Administração
SGM       ,2020J,296332,OUTRAS DESPESAS CORRENTES,Direta,1,122,0,60,Administração
SGM       ,2020J,298696,INVESTIMENTOS,Direta,1,122,0,60,Administração
SGM       ,2020J,300398,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,302302,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,305152,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,305386,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,120,Administração
SGM       ,2020J,305539,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,120,Administração
SGM       ,2020J,306107,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,120,Administração
SGM       ,2020J,306466,INVESTIMENTOS,Direta,3,122,0,60,Administração
SGM       ,2020J,306897,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,307061,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,307866,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,311917,INVESTIMENTOS,Direta,3,122,0,120,Administração
SGM       ,2020J,312537,INVESTIMENTOS,Direta,3,122,0,60,Administração
SGM       ,2020J,312782,INVESTIMENTOS,Direta,3,122,0,60,Administração
SGM       ,2020J,318933,INVESTIMENTOS,Direta,4,122,0,120,Administração
SGM       ,2020J,319047,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,321942,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,324002,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,324084,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,324282,OUTRAS DESPESAS CORRENTES,Direta,4,122,0,120,Administração
SGM       ,2020J,331358,OUTRAS DESPESAS CORRENTES,Direta,4,126,0,60,Administração
SGM       ,2020J,332789,INVESTIMENTOS,Direta,3,126,0,60,Administração
SGM       ,2020J,333059,INVESTIMENTOS,Direta,4,126,0,120,Administração
SGM       ,2020J,333323,INVESTIMENTOS,Direta,4,126,0,60,Administração
SGM       ,2020J,334259,INVESTIMENTOS,Direta,3,126,0,150,Administração
SGM       ,2020J,334333,INVESTIMENTOS,Direta,3,243,0,240,Administração
SGM       ,2020J,335764,INVESTIMENTOS,Direta,3,243,0,60,Administração
SGM       ,2020J,336207,INVESTIMENTOS,Direta,4,243,0,120,Administração
SGM       ,2020J,339972,INVESTIMENTOS,Direta,4,243,0,60,Administração
SGM       ,2020J,341872,INVESTIMENTOS,Direta,3,695,0,180,Cultura
SGM       ,2020J,342007,INVESTIMENTOS,Direta,3,695,0,60,Cultura
SGM       ,2020J,342514,INVESTIMENTOS,Direta,3,695,0,60,Cultura
SGM       ,2020J,342972,INVESTIMENTOS,Direta,4,695,0,60,Comércio e Serviços
SGM       ,2020J,343446,INVESTIMENTOS,Direta,4,695,0,120,Comércio e Serviços
SGM       ,2020J,344282,INVESTIMENTOS,Direta,3,122,0,60,Administração
SGM       ,2020J,345068,INVESTIMENTOS,Direta,4,122,0,180,Administração
SGM       ,2020J,345357,INVESTIMENTOS,Direta,3,122,0,60,Administração
SGM       ,2020J,346025,INVESTIMENTOS,Direta,3,122,0,120,Administração
SGM       ,2020J,346843,INVESTIMENTOS,Direta,3,122,0,120,Administração
SGM       ,2020J,350188,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,354858,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,120,Administração
SGM       ,2020J,357668,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,364177,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,365244,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,120,Administração
SGM       ,2020J,365642,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,366483,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,368194,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,120,Administração
SGM       ,2020J,368824,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,120,Administração
SGM       ,2020J,368963,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,180,Administração
SGM       ,2020J,376439,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,376581,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,380953,INVESTIMENTOS,Direta,3,122,0,60,Administração
SGM       ,2020J,383254,INVESTIMENTOS,Direta,3,122,0,120,Administração
SGM       ,2020J,386924,INVESTIMENTOS,Direta,3,122,0,120,Administração
SGM       ,2020J,386952,INVESTIMENTOS,Direta,3,122,0,120,Administração
SGM       ,2020J,388722,INVESTIMENTOS,Direta,3,122,0,60,Administração
SGM       ,2020J,388885,INVESTIMENTOS,Direta,3,122,0,60,Administração
SGM       ,2020J,390890,INVESTIMENTOS,Direta,3,122,0,90,Administração
SGM       ,2020J,392756,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,120,Administração
SGM       ,2020J,392931,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,120,Administração
SGM       ,2020J,393207,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,396872,INVESTIMENTOS,Direta,3,122,0,180,Administração
SGM       ,2020J,398552,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,240,Administração
SGM       ,2020J,401869,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,402470,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SGM       ,2020J,404804,INVESTIMENTOS,Direta,3,122,0,120,Administração
SGM       ,2020J,405088,INVESTIMENTOS,Direta,3,122,0,120,Administração
SGM       ,2020J,405961,INVESTIMENTOS,Direta,3,122,0,240,Administração
SGM       ,2020J,414117,OUTRAS DESPESAS CORRENTES,Direta,3,695,0,120,Cultura
SGM       ,2020J,415969,OUTRAS DESPESAS CORRENTES,Direta,3,695,0,90,Cultura
SMSUB     ,2020J,420087,OUTRAS DESPESAS CORRENTES,Direta,4,122,0,60,Administração
SMSUB     ,2020J,429958,OUTRAS DESPESAS CORRENTES,Direta,4,122,0,60,Administração
SMSUB     ,2020J,441018,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,150,Administração
SMSUB     ,2020J,441888,INVESTIMENTOS,Direta,4,126,0,120,Administração
SMSUB     ,2020J,442442,INVESTIMENTOS,Direta,3,126,0,120,Administração
SMSUB     ,2020J,444677,INVESTIMENTOS,Direta,3,126,0,60,Administração
SMSUB     ,2020J,470588,INVESTIMENTOS,Direta,4,126,0,60,Administração
SMSUB     ,2020J,489455,INVESTIMENTOS,Direta,3,126,0,60,Administração
SMSUB     ,2020J,494424,OUTRAS DESPESAS CORRENTES,Direta,3,126,0,60,Administração
SMSUB     ,2020J,495284,OUTRAS DESPESAS CORRENTES,Direta,3,126,0,120,Administração
SMSUB     ,2020J,498857,OUTRAS DESPESAS CORRENTES,Direta,4,126,0,60,Administração
SMSUB     ,2020J,508818,PESSOAL E ENCARGOS SOCIAIS,Direta,4,126,0,120,Administração
SMSUB     ,2020J,512460,PESSOAL E ENCARGOS SOCIAIS,Direta,3,243,0,120,Direitos da Cidadania
SMSUB     ,2020J,544103,OUTRAS DESPESAS CORRENTES,Direta,3,243,0,120,Direitos da Cidadania
SMSUB     ,2020J,550383,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Urbanismo
SMSUB     ,2020J,564450,OUTRAS DESPESAS CORRENTES,Direta,1,122,0,120,Urbanismo
SMSUB     ,2020J,568601,OUTRAS DESPESAS CORRENTES,Direta,1,122,0,60,Urbanismo
SMSUB     ,2020J,572652,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,120,Urbanismo
SMSUB     ,2020J,580389,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,120,Urbanismo
SMSUB     ,2020J,581129,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,120,Urbanismo
SMSUB     ,2020J,588775,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,120,Urbanismo
SMSUB     ,2020J,591774,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Urbanismo
SMSUB     ,2020J,603861,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Urbanismo
SMSUB     ,2020J,606143,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Urbanismo
SMSUB     ,2020J,704156,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,120,Urbanismo
SMSUB     ,2020J,705379,INVESTIMENTOS,Direta,3,122,0,120,Urbanismo
SMSUB     ,2020J,721259,INVESTIMENTOS,Direta,3,122,0,120,Urbanismo
SMSUB     ,2020J,749412,INVESTIMENTOS,Direta,3,122,0,60,Urbanismo
SMSUB     ,2020J,760729,INVESTIMENTOS,Direta,4,122,0,60,Urbanismo
SMSUB     ,2020J,905042,OUTRAS DESPESAS CORRENTES,Direta,4,126,0,60,Urbanismo
SMSUB     ,2020J,949618,OUTRAS DESPESAS CORRENTES,Direta,4,126,0,60,Urbanismo
SMSUB     ,2020J,958987,OUTRAS DESPESAS CORRENTES,Direta,3,126,0,60,Urbanismo
SMSUB     ,2020J,968578,OUTRAS DESPESAS CORRENTES,Direta,3,126,0,60,Urbanismo
SMSUB     ,2020J,969076,INVESTIMENTOS,Direta,4,451,0,180,Urbanismo
SMSUB     ,2020J,971027,INVESTIMENTOS,Direta,4,451,0,60,Urbanismo
SMSUB     ,2020J,978739,INVESTIMENTOS,Direta,4,451,0,60,Urbanismo
SMSUB     ,2020J,1035023,INVESTIMENTOS,Direta,4,451,0,60,Urbanismo
SMSUB     ,2020J,1105478,INVESTIMENTOS,Direta,4,451,0,60,Urbanismo
SMSUB     ,2020J,1352868,INVESTIMENTOS,Direta,4,451,0,60,Urbanismo
SMSUB     ,2020J,1401935,OUTRAS DESPESAS CORRENTES,Direta,4,451,0,60,Urbanismo
SMSUB     ,2020J,1402638,OUTRAS DESPESAS CORRENTES,Direta,4,451,0,60,Urbanismo
SMSUB     ,2020J,1414443,OUTRAS DESPESAS CORRENTES,Direta,3,451,0,120,Urbanismo
SMSUB     ,2020J,1456619,OUTRAS DESPESAS CORRENTES,Direta,3,451,0,60,Urbanismo
SMSUB     ,2020J,1465690,INVESTIMENTOS,Direta,3,452,0,120,Urbanismo
SMSUB     ,2020J,1472925,INVESTIMENTOS,Direta,3,452,0,60,Urbanismo
SMSUB     ,2020J,1488959,INVESTIMENTOS,Direta,3,452,0,60,Urbanismo
SMSUB     ,2020J,1518989,INVESTIMENTOS,Direta,4,452,0,60,Urbanismo
SMSUB     ,2020J,1618738,INVESTIMENTOS,Direta,4,452,0,60,Urbanismo
SMSUB     ,2020J,1620151,INVESTIMENTOS,Direta,4,452,0,60,Urbanismo
SMSUB     ,2020J,1626710,INVESTIMENTOS,Direta,4,452,0,60,Urbanismo
SMSUB     ,2020J,1640609,INVESTIMENTOS,Direta,4,452,0,60,Urbanismo
SMSUB     ,2020J,1686521,INVESTIMENTOS,Direta,4,452,0,60,Urbanismo
SMSUB     ,2020J,1729319,INVESTIMENTOS,Direta,4,452,0,60,Urbanismo
SMSUB     ,2020J,1746134,INVESTIMENTOS,Direta,4,452,0,60,Urbanismo
SMSUB     ,2020J,1758449,INVESTIMENTOS,Direta,4,452,0,75,Urbanismo
SMSUB     ,2020J,1763015,INVESTIMENTOS,Direta,4,452,0,60,Urbanismo
SMSUB     ,2020J,1765788,INVESTIMENTOS,Direta,4,452,0,60,Urbanismo
SMSUB     ,2020J,1801229,INVESTIMENTOS,Direta,4,452,0,60,Urbanismo
SMSUB     ,2020J,1801641,INVESTIMENTOS,Direta,4,452,0,60,Urbanismo
SMSUB     ,2020J,1847830,INVESTIMENTOS,Direta,4,452,0,60,Urbanismo
SMSUB     ,2020J,1860318,INVESTIMENTOS,Direta,4,452,0,300,Urbanismo
SMSUB     ,2020J,1889511,INVESTIMENTOS,Direta,4,452,0,60,Urbanismo
SMSUB     ,2020J,1889577,INVESTIMENTOS,Direta,4,452,0,60,Urbanismo
SMSUB     ,2020J,1894188,INVESTIMENTOS,Direta,4,452,0,60,Urbanismo
SMSUB     ,2020J,1938355,INVESTIMENTOS,Direta,4,452,0,60,Urbanismo
SMSUB     ,2020J,1942396,INVESTIMENTOS,Direta,4,452,0,120,Urbanismo
SMSUB     ,2020J,1970390,INVESTIMENTOS,Direta,4,452,0,60,Urbanismo
SMSUB     ,2020J,1976139,INVESTIMENTOS,Direta,4,452,0,120,Urbanismo
SMSUB     ,2020J,2011876,INVESTIMENTOS,Direta,4,452,0,60,Urbanismo
SMSUB     ,2020J,2012966,INVESTIMENTOS,Direta,4,452,0,60,Urbanismo
SMSUB     ,2020J,2051699,INVESTIMENTOS,Direta,3,452,0,60,Urbanismo
SMSUB     ,2020J,2062879,INVESTIMENTOS,Direta,3,452,0,60,Urbanismo
SMSUB     ,2020J,2065691,INVESTIMENTOS,Direta,3,452,0,330,Urbanismo
SMSUB     ,2020J,2073016,INVESTIMENTOS,Direta,3,541,0,60,Urbanismo
SMSUB     ,2020J,2080474,INVESTIMENTOS,Direta,3,541,0,60,Urbanismo
SMSUB     ,2020J,2083877,INVESTIMENTOS,Direta,4,543,0,120,Urbanismo
SMSUB     ,2020J,2084066,INVESTIMENTOS,Direta,4,543,0,60,Urbanismo
SMSUB     ,2020J,2104505,INVESTIMENTOS,Direta,4,543,0,60,Urbanismo
SMSUB     ,2020J,2122180,INVESTIMENTOS,Direta,4,543,0,60,Urbanismo
SMSUB     ,2020J,2139353,INVESTIMENTOS,Direta,4,543,0,120,Urbanismo
SMSUB     ,2020J,2143752,INVESTIMENTOS,Direta,3,662,0,60,Urbanismo
SMSUB     ,2020J,2146792,OUTRAS DESPESAS CORRENTES,Direta,3,662,0,60,Urbanismo
SMSUB     ,2020J,2149225,OUTRAS DESPESAS CORRENTES,Direta,3,662,0,60,Urbanismo
SMSUB     ,2020J,2153153,OUTRAS DESPESAS CORRENTES,Direta,4,451,0,60,Saneamento
SMSUB     ,2020J,2155014,OUTRAS DESPESAS CORRENTES,Direta,4,451,0,60,Saneamento
SMSUB     ,2020J,2164705,OUTRAS DESPESAS CORRENTES,Direta,3,512,0,120,Saneamento
SMSUB     ,2020J,2171627,OUTRAS DESPESAS CORRENTES,Direta,3,785,0,60,Transporte
SG        ,2020J,2182846,OUTRAS DESPESAS CORRENTES,Direta,4,121,0,60,Administração
SG        ,2020J,2194100,OUTRAS DESPESAS CORRENTES,Direta,4,121,0,60,Administração
SG        ,2020J,2197016,OUTRAS DESPESAS CORRENTES,Direta,4,121,0,60,Administração
SG        ,2020J,2208424,OUTRAS DESPESAS CORRENTES,Direta,4,122,0,60,Administração
SG        ,2020J,2229865,OUTRAS DESPESAS CORRENTES,Direta,4,122,0,60,Administração
SG        ,2020J,2255601,OUTRAS DESPESAS CORRENTES,Direta,4,122,0,120,Administração
SG        ,2020J,2268379,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SG        ,2020J,2278464,OUTRAS DESPESAS CORRENTES,Direta,1,122,0,60,Administração
SG        ,2020J,2293923,OUTRAS DESPESAS CORRENTES,Direta,1,122,0,150,Administração
SG        ,2020J,2312620,OUTRAS DESPESAS CORRENTES,Direta,1,122,0,60,Administração
SG        ,2020J,2318055,INVESTIMENTOS,Direta,3,122,0,60,Administração
SG        ,2020J,2324976,INVESTIMENTOS,Direta,3,122,0,60,Administração
SG        ,2020J,2329342,INVESTIMENTOS,Direta,3,122,0,120,Administração
SG        ,2020J,2339528,INVESTIMENTOS,Direta,3,122,0,60,Administração
SG        ,2020J,2342426,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SG        ,2020J,2344901,OUTRAS DESPESAS CORRENTES,Direta,3,122,0,60,Administração
SG        ,2020J,2358056,INVESTIMENTOS,Direta,3,122,0,60,Administração
SG        ,2020J,2358969,INVESTIMENTOS,Direta,3,122,0,180,Administração
