Cd_Exercicio,Cd_Orgao,Sigla_Orgao,papa,Cd_Despesa,Vl_Orcado_Ano,Vl_Reduzido,Disponivel,Vl_Congelado,Vl_EmpenhadoLiquido,Vl_Liquidado,Vl_Pago
2021,7,FMD,INVESTIMENTOS,44905100,20000000,0,20000000,0,0,0,0
2021,7,FMD,INVESTIMENTOS,44905100,15600000,0,15600000,0,0,0,0
2021,7,FMD,INVESTIMENTOS,44905100,1000,0,0,1000,0,0,0
2021,7,FMD,INVESTIMENTOS,44903900,9500000,9500000,0,0,0,0,0
2021,7,FMD,INVESTIMENTOS,44905100,154004719,"34342690,9","119662028,1",0,0,0,0
2021,7,FMD,INVESTIMENTOS,44903900,500000,0,0,500000,0,0,0
2021,7,FMD,INVESTIMENTOS,44903900,0,0,"26704094,31",0,"26704094,31","26412044,81","26412044,81"
2021,7,FMD,INVESTIMENTOS,44903900,0,0,11115887,0,11115887,"10493485,5","10334291,54"
2021,7,FMD,INVESTIMENTOS,44905100,397607502,"26704094,31","370903407,69",0,0,0,0
2021,7,FMD,INVESTIMENTOS,44905100,6500000,0,0,6500000,0,0,0
2021,7,FMD,INVESTIMENTOS,44903900,8000000,0,0,8000000,0,0,0
2021,7,FMD,INVESTIMENTOS,44903900,1000,0,0,1000,0,0,0
2021,7,FMD,INVESTIMENTOS,44905100,1000,0,0,1000,0,0,0
2021,7,FMD,INVESTIMENTOS,44903900,1000,0,0,1000,0,0,0
2021,7,FMD,INVESTIMENTOS,44905100,1000,0,0,1000,0,0,0
2021,7,FMD,INVESTIMENTOS,44905100,1000,0,0,1000,0,0,0
2021,7,FMD,INVESTIMENTOS,44903900,1000,0,0,1000,0,0,0
2021,7,FMD,INVESTIMENTOS,44905100,1000,0,0,1000,0,0,0
2021,7,FMD,INVESTIMENTOS,44903900,1000,0,0,1000,0,0,0
2021,7,FMD,INVESTIMENTOS,44905100,1000,0,0,1000,0,0,0
2021,7,FMD,INVESTIMENTOS,44905100,1000,0,0,1000,0,0,0
2021,7,FMD,INVESTIMENTOS,44903900,1000,0,0,1000,0,0,0
2021,7,FMD,INVESTIMENTOS,44905100,1000,0,0,1000,0,0,0
2021,7,FMD,INVESTIMENTOS,44903900,9000000,0,0,9000000,0,0,0
2021,7,FMD,INVESTIMENTOS,44903900,1000,0,0,1000,0,0,0
2021,7,FMD,INVESTIMENTOS,44905100,1000,0,0,1000,0,0,0
2021,7,FMD,INVESTIMENTOS,44903900,1000,0,0,1000,0,0,0
2021,7,FMD,INVESTIMENTOS,44905100,1000,0,0,1000,0,0,0
2021,7,FMD,INVESTIMENTOS,44903900,4000000,0,4000000,0,0,0,0
2021,7,FMD,INVESTIMENTOS,44905100,33000000,0,33000000,0,0,0,0
2021,7,FMD,INVESTIMENTOS,44903900,1000000,0,1000000,0,0,0,0
2021,7,FMD,INVESTIMENTOS,44905100,0,0,"9734444,12",0,"9295509,8","9295509,8","9295509,8"
2021,7,FMD,INVESTIMENTOS,44905100,4000000,2615887,1384113,0,0,0,0
2021,7,FMD,INVESTIMENTOS,44903900,1000,0,0,1000,0,0,0
2021,7,FMD,INVESTIMENTOS,44905100,1000,0,0,1000,0,0,0
2021,7,FMD,INVESTIMENTOS,44903900,2662887,0,2662887,0,0,0,0
2021,7,FMD,INVESTIMENTOS,44903900,11826113,0,11826113,0,0,0,0
2021,7,FMD,INVESTIMENTOS,44905100,28929711,0,28929711,0,"8495009,05","8395362,41","8395362,41"
2021,7,FMD,INVESTIMENTOS,44905100,95000000,0,95000000,0,0,0,0
2021,7,FMD,INVESTIMENTOS,44903900,0,0,"34108246,78",0,"32545318,34","32545318,34","32545318,34"
2021,7,FMD,INVESTIMENTOS,44903900,1000,0,0,1000,0,0,0
2021,7,FMD,INVESTIMENTOS,44905100,40001000,0,40001000,0,0,0,0
2021,8,FMID,OUTRAS DESPESAS CORRENTES,33503900,14000,0,14000,14000,0,0,0
2021,8,FMID,OUTRAS DESPESAS CORRENTES,33503900,239620,0,"5420305,17",239620,"1171539,12","539400,93","355529,24"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,2382367,"2309380,33","4313391,75",0,"4313391,75","3593656,59","3383201,37"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33901400,84000,74000,10000,24000,6256,6256,6256
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903300,348403,"274737,14","333352,04","313,82","291952,04","53027,62","53027,62"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,150000,"106357,5","154703,14","56357,5","109340,8","109340,8","109340,8"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,1000,1000,0,1000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,1000,1000,0,1000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33904000,75300,"257166,6","67133,4",0,"67133,4","67133,4","67133,4"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33909200,0,0,"14744,84",0,"14744,84","14744,84","14744,84"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33904000,1200000,0,1200000,0,1200000,"828909,63","828909,63"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33909200,0,0,"88038,51",0,"88038,51","88038,51","88038,51"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,39523374,"2883375,97","137844270,37",0,"137844270,37","123386331,48","123357831,48"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,350000,350000,0,0,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,586245,"126003,79","909478,5",0,"909478,5","675048,51","675048,51"
2021,11,SGM,INVESTIMENTOS,44905100,1000,1000,0,1000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,350103,350103,0,350103,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33909200,0,0,"44681,25",0,"44681,25","44681,25","44681,25"
2021,11,SGM,PESSOAL E ENCARGOS SOCIAIS,31901100,28787701,0,28787701,0,"27565574,9","27565574,9","27565574,9"
2021,11,SGM,PESSOAL E ENCARGOS SOCIAIS,31909600,256126,0,256126,0,"236300,96","187834,02","169893,14"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33503900,483795,"2206,85","481588,15","2206,85","391162,3","103963,54","103963,54"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33504100,250000,"21989,5","228010,5","21989,5","228010,5","228010,5","228010,5"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33504800,135883,0,135883,0,"97820,8","7752,8","7752,8"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33900800,1000,1000,0,1000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33901400,120000,104430,22570,24430,"8962,21","8962,21","8962,21"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903000,204000,"60889,56","143110,44","7499,52","119731,36","70255,09","67058,42"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903300,604536,"117486,52","701049,48",0,"701049,48","346804,39","346804,39"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903500,0,0,1517834,0,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,9468605,"2264359,76","7204245,24","445612,51","6459503,69","3452834,52","3378959,46"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33904600,3500000,0,3500000,0,"2834843,43","2834843,43","2834843,43"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33904900,800000,0,800000,0,"320498,44","320498,44","320498,44"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33909200,0,"49022,93",0,0,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33909300,1000,"9336,55","1663,45","9336,55","1560,77","1560,77","1560,77"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33919200,0,0,"49022,93",0,"49022,93","49022,93","49022,93"
2021,11,SGM,INVESTIMENTOS,44905200,200000,200000,0,0,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903000,209677,50000,"159632,81","44,19","102392,74","14464,92","14464,92"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,8283356,"693504,57","7589851,43","439862,99","6869835,95","5225726,46","5111322,6"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33909300,0,0,48069,0,0,0,0
2021,11,SGM,INVESTIMENTOS,44905200,250000,0,"514405,42",0,"427566,34","166859,96","166859,96"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903600,200000,77202,122798,77202,122798,"107282,5","96547,5"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,85019,"1882,6","83136,4","1882,6","28729,17",0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33904700,40000,"38574,44","1425,56","38574,44","1425,56","1425,56","1425,56"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903500,7218044,"549533,34","18594545,2","172734,11","18594545,2","6318688,18","6295088,18"
2021,11,SGM,INVESTIMENTOS,44903500,1000,1000,0,1000,0,0,0
2021,11,SGM,INVESTIMENTOS,44904000,1000,1000,0,1000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33904000,268805,"74169,57","194635,43",0,"168929,62","168929,62","168929,62"
2021,11,SGM,INVESTIMENTOS,44905200,50000,0,"124169,57",0,"109537,32","109537,32","109537,32"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33904000,7124661,0,"11276020,32",0,"10596319,32","4049540,22","4048528,06"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33909200,0,0,"35361,98",0,"35361,98","35361,98","35361,98"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903600,300000,300000,0,292215,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,1000,1000,7785,1000,7785,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33904700,60000,60000,0,60000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,1000,1000,0,1000,0,0,0
2021,11,SGM,INVESTIMENTOS,44903900,1000,1000,0,1000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33804100,290000,290000,"201519,45",0,"201519,45","197092,46","197092,46"
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33901400,140000,140000,0,0,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,30000,30000,0,0,0,0,0
2021,11,SGM,INVESTIMENTOS,44903900,1000,1000,0,1000,0,0,0
2021,11,SGM,INVESTIMENTOS,44905100,1000,1000,"14712504,97",1000,"14712504,97","4053309,19","4053309,19"
2021,11,SGM,INVESTIMENTOS,44905100,0,0,0,0,0,0,0
2021,11,SGM,INVESTIMENTOS,44905100,40000,0,0,40000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,1000,1000,0,1000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,753000,0,2381000,0,2381000,1302000,1302000
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,200000,200000,0,200000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,500000,500000,0,500000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,1000,1000,0,1000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33913900,1000,"1191922,61","705992,27",1000,"705992,27","201912,66","201912,66"
2021,11,SGM,INVESTIMENTOS,44903900,100000,100000,0,100000,0,0,0
2021,11,SGM,INVESTIMENTOS,44905100,80000,80000,0,80000,0,0,0
2021,11,SGM,INVESTIMENTOS,44905100,200000,200000,0,200000,0,0,0
2021,11,SGM,INVESTIMENTOS,44903900,100000,100000,0,100000,0,0,0
2021,11,SGM,INVESTIMENTOS,44905100,80000,80000,0,80000,0,0,0
2021,11,SGM,INVESTIMENTOS,44905100,120000,120000,0,120000,0,0,0
2021,11,SGM,INVESTIMENTOS,44903900,100000,100000,0,100000,0,0,0
2021,11,SGM,INVESTIMENTOS,44905100,170000,170000,0,170000,0,0,0
2021,11,SGM,INVESTIMENTOS,44905100,100000,100000,0,100000,0,0,0
2021,11,SGM,INVESTIMENTOS,44905100,100000,100000,0,100000,0,0,0
2021,11,SGM,INVESTIMENTOS,44905100,100000,100000,0,100000,0,0,0
2021,11,SGM,INVESTIMENTOS,44905100,50000,0,0,50000,0,0,0
2021,11,SGM,INVESTIMENTOS,44905100,40000,40000,0,40000,0,0,0
2021,11,SGM,INVESTIMENTOS,44905100,210000,210000,0,210000,0,0,0
2021,11,SGM,INVESTIMENTOS,44905100,100000,100000,0,100000,0,0,0
2021,11,SGM,INVESTIMENTOS,44903900,48000,48000,0,48000,0,0,0
2021,11,SGM,INVESTIMENTOS,44903900,1000000,1000000,0,1000000,0,0,0
2021,11,SGM,INVESTIMENTOS,44903900,4000000,4000000,0,4000000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,4000000,3950000,0,4000000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,100000,100000,0,100000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,100000,100000,0,100000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,2400000,1980000,0,2970000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,1000000,1000000,0,1000000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,500000,500000,0,500000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,500000,500000,0,500000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,3000000,3000000,0,3000000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,4000000,3965000,0,4000000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,3500000,3440000,0,3500000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,4000000,4000000,0,4000000,0,0,0
2021,11,SGM,OUTRAS DESPESAS CORRENTES,33903900,146469000,"331722472,63","446037,77","312107482,74",0,0,0
2021,11,SGM,INVESTIMENTOS,44905100,320000,320000,0,320000,0,0,0
2021,11,SGM,INVESTIMENTOS,44905100,280000,280000,0,280000,0,0,0
2021,11,SGM,INVESTIMENTOS,44905100,720000,720000,0,720000,0,0,0
2021,11,SGM,INVESTIMENTOS,44905100,400000,400000,0,400000,0,0,0
2021,11,SGM,INVESTIMENTOS,44905100,282000,282000,0,282000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44903900,1000,1000,"106153,36",1000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44903900,0,0,"256321,52",0,0,0,0
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33903900,100000,"360828,52","348514,36","15761,73","348514,36","200737,94",0
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33903000,5000,5000,0,5000,0,0,0
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33903900,50000,"49442,1",0,"557,9",0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905200,1000,1000,0,1000,0,0,0
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33903000,591588,"557218,03","34369,97","477845,18","34369,97","34369,97","34369,97"
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33904000,2950497,"1883612,71","3015786,01","2067013,42","2927201,8","1947669,92","1880347,61"
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33909200,0,0,74165,0,74165,74165,74165
2021,12,SMSUB,INVESTIMENTOS,44904000,14000,0,"2067771,47",0,"1826508,6","181133,27","181133,27"
2021,12,SMSUB,INVESTIMENTOS,44905200,147363,"18,06","393253,94",0,"5294,19","5294,19","5294,19"
2021,12,SMSUB,INVESTIMENTOS,44903900,1000,1000,150000,1000,0,0,0
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33903000,100000,100000,0,0,0,0,0
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33903900,800000,"170256,29","629743,71",0,"608685,04","555396,28","501416,08"
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33903000,100000,100000,0,4000,0,0,0
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33903500,300000,300000,0,0,0,0,0
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33903900,2000000,"1320,47","3354451,91","1320,47","3354451,91","2787263,9","2785055,43"
2021,12,SMSUB,INVESTIMENTOS,44905200,80000,"282290,08","300917,52",0,"300917,52","300917,52",291925
2021,12,SMSUB,INVESTIMENTOS,44903900,1000,1000,0,1000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44903900,1000,1000,0,1000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,1000,1000,0,1000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,1000,1000,"349441,39",1000,"280734,08",0,0
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33903900,80000,80000,0,0,0,0,0
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33903900,1000,1000,0,1000,0,0,0
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33903900,1000,1000,0,1000,0,0,0
2021,12,SMSUB,PESSOAL E ENCARGOS SOCIAIS,31901100,36951392,"6835210,7","30116181,3",0,"27055989,92","27055989,92","27055989,92"
2021,12,SMSUB,PESSOAL E ENCARGOS SOCIAIS,31909600,78000,0,78000,0,78000,"57362,43","57362,43"
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33503900,3210671,"2174273,18","1036397,82","4200047,16","1036397,82","611076,38","611076,38"
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33504800,888634,"704463,92","184170,08","468357,15","184170,08","56729,08","56729,08"
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33900800,19200,19200,0,19200,0,0,0
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33901400,26669,26669,0,26669,0,0,0
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33903000,2308831,"2112700,1","196130,9","2059196,68","51760,6","33563,8","32263,8"
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33903300,908109,"805235,06","102873,94","1610470,12","102873,94","13931,53","13931,53"
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33903900,14565451,"10106905,28","8037009,28","17435940,1","7451574,77","6576143,2","6471512,55"
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33904600,5150000,896000,4254000,0,"3804362,9","3804362,9","3804362,9"
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33904700,70000,69500,500,"10022,95",500,500,500
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33904900,850000,0,850000,0,"675247,78","675247,78","675247,78"
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33909200,0,0,"275101,85",0,"275101,85","275101,85","275023,79"
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33913900,292404,"30194,99","2123686,5","30194,99","2073686,5","284545,82","284545,82"
2021,12,SMSUB,INVESTIMENTOS,44905200,3598551,"2698573,55","1016977,45",0,"838183,93","375155,01","375155,01"
2021,12,SMSUB,INVESTIMENTOS,44905200,0,0,"136986,3",0,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44903500,1000,1000,0,1000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44904000,1000,1000,"125776,17",1000,"125776,17","125776,17","125776,17"
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33904000,40733872,"5829703,97","46228307,06",6588432,"46180870,91","33153089,35","32783660,86"
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33909200,0,0,"7223892,29",0,"7223892,19","7223892,19","7223892,19"
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33903500,1068834,"854777,08","214056,92",1704958,146445,41946,41946
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33904000,346477,0,346477,0,346477,346477,346477
2021,12,SMSUB,INVESTIMENTOS,44903500,1000,"774359,67","12820722,57",1000,"12791322,57","9724677,77","9724677,77"
2021,12,SMSUB,INVESTIMENTOS,44903900,1000,1000,"177665,25",1000,"127451,07",0,0
2021,12,SMSUB,INVESTIMENTOS,44903900,4907155,"1218776,29","1272527,11",4907155,"1170667,64",0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,1000,1000,"214443,94",1000,"16991,1",0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,811750,0,477500,811750,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,2000000,0,0,2000000,0,0,0
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33903000,10000000,"5227871,66","2694285,5",0,"2694285,5","2694281,58","1199529,5"
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33903900,12590000,0,"17697844,16",2590000,"17697844,16","16210197,26","14722550,42"
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33903900,20500000,0,"41342116,72","892068,84","40515646,22","36868418,11","33323059,79"
2021,12,SMSUB,OUTRAS DESPESAS CORRENTES,33909200,0,0,26084,0,26084,26084,26084
2021,12,SMSUB,INVESTIMENTOS,44903900,1000,1000,"186722,46",1000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44903900,0,"81202,94","433806,31",0,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,60000000,0,0,60000000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44909300,0,0,"81202,94",0,"81202,94","81202,94","81202,94"
2021,12,SMSUB,INVESTIMENTOS,44903500,1000,"2848666,95","2334896,46",1000,"2334896,46","1365627,42","1365627,42"
2021,12,SMSUB,INVESTIMENTOS,44903900,1000,1000,"2250239,87",1000,"2118645,39",0,0
2021,12,SMSUB,INVESTIMENTOS,44903900,0,0,"5545381,65",11115877,"5508875,43","2944008,97","767981,01"
2021,12,SMSUB,INVESTIMENTOS,44903900,0,0,0,0,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,1000,1060,"443467,89",1000,"422240,42","166942,28","166942,28"
2021,12,SMSUB,INVESTIMENTOS,44905100,139500000,"16661258,65",0,139500000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,1604196,0,"2215354,02",1604196,"2154456,92",0,0
2021,12,SMSUB,INVESTIMENTOS,44909200,0,0,"140624,29",0,"140624,29","140624,29","140624,29"
2021,12,SMSUB,INVESTIMENTOS,44905100,400000,0,0,400000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,300000,0,0,300000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,200000,0,0,200000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,400000,0,0,400000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,800000,0,0,800000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,800000,0,0,800000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,600000,0,0,600000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,1200000,0,0,1200000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,500000,0,0,500000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,700000,0,0,700000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,800000,0,0,800000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,700000,0,0,700000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,500000,0,0,500000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,200000,0,0,200000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,150000,150000,0,150000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,50000,0,0,50000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,150000,150000,0,150000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,300000,0,0,300000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,200000,0,0,200000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,200000,0,0,200000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,500000,0,0,500000,0,0,0
2021,12,SMSUB,INVESTIMENTOS,44905100,500000,0,0,500000,0,0,0
