sigla,codigo,id_orgao,disponivel,despesa
SEHAB     ,2020J,2617002,-46,
SEHAB     ,2020J,2620584,-109,
SEHAB     ,2020J,2639449,-127,
SEHAB     ,2020J,2639540,-38,
SEHAB     ,2020J,2639641,-48,
SEHAB     ,2020J,2641155,-71,
SEHAB     ,2020J,2643002,-52,
SEHAB     ,2020J,2645733,-100,
SEHAB     ,2020J,2649826,-144,
SEHAB     ,2020J,2650282,-29,
SEHAB     ,2020J,2664024,-31,
SEHAB     ,2020J,2666246,-43,
SEHAB     ,2020J,2669816,-58,
SEHAB     ,2020J,2671132,-38,
SEHAB     ,2020J,2676809,-31,
SEHAB     ,2020J,2678643,-25,
SEHAB     ,2020J,2685865,-101,
SEHAB     ,2020J,2688067,-31,
SEHAB     ,2020J,2689958,-71,
SEHAB     ,2020J,2691206,-109,
SEHAB     ,2020J,2691244,-87,
SEHAB     ,2020J,2694424,-170,
SEHAB     ,2020J,2698257,-58,
SME       ,2020J,6516,-52,
SME       ,2020J,24734,-18,
SME       ,2020J,26192,-38,
SME       ,2020J,28061,-130,
SME       ,2020J,31600,-52,
SME       ,2020J,46844,-74,
SME       ,2020J,52765,-22,
SME       ,2020J,55104,-87,
SME       ,2020J,58071,-72,
SME       ,2020J,58316,-80,
SME       ,2020J,62487,-50,
SME       ,2020J,63165,-82,
SME       ,2020J,65002,-144,
SME       ,2020J,70011,-78,
SME       ,2020J,75255,-58,
SME       ,2020J,79403,-23,164
SME       ,2020J,85092,-52,
SME       ,2020J,85144,-41,
SME       ,2020J,85302,-72,
SME       ,2020J,87431,-106,235
SME       ,2020J,94961,-150,
SME       ,2020J,95755,-80,241
SME       ,2020J,101116,-80,
SME       ,2020J,107489,-81,
SME       ,2020J,108872,-80,
SME       ,2020J,109155,-80,
SME       ,2020J,111512,-16,
SME       ,2020J,117818,-92,
SME       ,2020J,119902,-31,207
SME       ,2020J,121349,-28,
SME       ,2020J,124064,-44,
SME       ,2020J,125018,-36,
SME       ,2020J,129955,-143,143
SME       ,2020J,130034,-82,
SME       ,2020J,130547,-25,
SME       ,2020J,130636,-68,
SME       ,2020J,131390,-115,
SME       ,2020J,133816,-15,
SME       ,2020J,133922,-110,
SME       ,2020J,135335,-82,24
SME       ,2020J,135400,-51,
SME       ,2020J,135471,-149,
SME       ,2020J,139033,-46,
SME       ,2020J,141377,-127,
SME       ,2020J,141506,-28,
SME       ,2020J,146503,-30,
SME       ,2020J,147756,-41,
SME       ,2020J,148993,-154,
SME       ,2020J,149741,-74,
SME       ,2020J,149962,-92,
SME       ,2020J,151587,-129,234
SME       ,2020J,152668,-72,104
SME       ,2020J,155984,-156,
SME       ,2020J,158707,-57,172
SME       ,2020J,159954,-24,201
SME       ,2020J,164944,-148,
SME       ,2020J,165226,-22,
SME       ,2020J,167961,-44,
SME       ,2020J,174024,-85,
SME       ,2020J,174094,-89,
SME       ,2020J,174745,-30,
SME       ,2020J,175447,-115,
SME       ,2020J,175772,-45,67
SME       ,2020J,183057,-23,
SME       ,2020J,185350,-22,
SME       ,2020J,188278,-64,
SME       ,2020J,199636,-30,
SME       ,2020J,199897,3,
SME       ,2020J,200804,-80,
SME       ,2020J,205494,-45,
SME       ,2020J,228021,-68,
SME       ,2020J,228383,-21,
SME       ,2020J,232307,-107,
SME       ,2020J,235068,-156,
SME       ,2020J,235507,-135,
SME       ,2020J,236875,-20,
SME       ,2020J,237274,-155,
SME       ,2020J,243510,-16,
SME       ,2020J,244246,-137,
SME       ,2020J,248581,-61,
SME       ,2020J,252073,-5,
SME       ,2020J,254625,-50,
SME       ,2020J,258587,-109,
SME       ,2020J,260355,-156,-87
SME       ,2020J,260623,-28,
SME       ,2020J,263251,-73,
SME       ,2020J,263543,-56,
SME       ,2020J,263952,-38,
SME       ,2020J,266524,-134,
SME       ,2020J,268733,-10,
SME       ,2020J,273346,-155,
SME       ,2020J,274947,-43,229
SME       ,2020J,275674,-155,132
SME       ,2020J,275792,-37,
SME       ,2020J,277123,-20,
SME       ,2020J,277880,-11,158
SME       ,2020J,281077,-103,
SME       ,2020J,281636,-73,
SME       ,2020J,285315,-36,
SME       ,2020J,287040,-155,
SME       ,2020J,287204,-79,
SME       ,2020J,287210,-156,
SME       ,2020J,288994,-10,
SME       ,2020J,289449,-122,
SME       ,2020J,290164,-88,
SME       ,2020J,292525,-52,
SME       ,2020J,292775,-35,
SME       ,2020J,293824,-50,
SME       ,2020J,294496,-147,
SME       ,2020J,294655,-49,
SME       ,2020J,295060,-66,
SME       ,2020J,295075,-114,
SME       ,2020J,296424,-84,
SME       ,2020J,298034,-49,
SME       ,2020J,298838,-66,
SME       ,2020J,301967,-35,
SME       ,2020J,302476,-156,
SME       ,2020J,303521,-108,
SME       ,2020J,303985,-24,
SME       ,2020J,304465,-135,
SME       ,2020J,306646,-22,
SME       ,2020J,309142,-38,
SME       ,2020J,310412,-81,
SME       ,2020J,311235,-123,
SME       ,2020J,311659,2,
SME       ,2020J,313937,-32,
SME       ,2020J,315076,-22,
SME       ,2020J,315744,-53,
SME       ,2020J,323370,-53,
SME       ,2020J,323805,-144,-101
SME       ,2020J,328024,-45,
SME       ,2020J,328734,-144,-47
SME       ,2020J,329659,-128,
SME       ,2020J,330594,-14,
SME       ,2020J,331358,-150,
SME       ,2020J,332884,-29,
SME       ,2020J,334441,-154,
SME       ,2020J,335247,-29,
SME       ,2020J,335764,-108,
SME       ,2020J,337748,-70,165
SME       ,2020J,338407,-67,
SME       ,2020J,341876,-155,72
SME       ,2020J,342007,-130,
SME       ,2020J,345440,-46,
SME       ,2020J,345519,-88,
SME       ,2020J,346118,-148,
SME       ,2020J,348275,-103,128
SME       ,2020J,348807,-22,
SME       ,2020J,350156,-50,
SME       ,2020J,350939,-124,
SME       ,2020J,351336,-130,
SME       ,2020J,353665,-51,
SME       ,2020J,354170,-124,
SME       ,2020J,356170,-149,
SME       ,2020J,358182,-96,
SME       ,2020J,364957,-37,
SME       ,2020J,369834,-74,227
SME       ,2020J,371710,-128,
SME       ,2020J,373872,-25,
SME       ,2020J,375260,-122,
SME       ,2020J,375646,-38,
SME       ,2020J,377546,-37,
SME       ,2020J,381642,-88,229
SME       ,2020J,382095,-88,
SME       ,2020J,383180,-88,172
SME       ,2020J,383600,-32,
SME       ,2020J,383723,-113,
SME       ,2020J,384203,-155,
SME       ,2020J,384725,-137,
SME       ,2020J,387533,-50,
SME       ,2020J,387954,-150,18
SME       ,2020J,388147,-84,
SME       ,2020J,390890,-65,
SME       ,2020J,391249,-25,
SME       ,2020J,396599,-67,
SME       ,2020J,396655,-37,
SME       ,2020J,398171,-42,
SME       ,2020J,398349,-108,
SME       ,2020J,400147,-154,
SME       ,2020J,400682,-115,
SME       ,2020J,401404,-58,
SME       ,2020J,402204,-43,
SME       ,2020J,402727,-50,
SME       ,2020J,402961,-140,
SME       ,2020J,404356,-81,
SME       ,2020J,406671,-78,
SME       ,2020J,406682,-156,
SME       ,2020J,409100,-124,
SME       ,2020J,409703,-78,
SME       ,2020J,410092,-81,
SME       ,2020J,411971,-44,
SME       ,2020J,415969,-108,
SME       ,2020J,418731,-85,
SME       ,2020J,421455,-121,
SME       ,2020J,424577,-114,
SME       ,2020J,429858,-53,
SME       ,2020J,431025,-46,
SME       ,2020J,439305,-127,
SME       ,2020J,440319,-88,174
SME       ,2020J,442064,-18,
SME       ,2020J,442132,-122,
SME       ,2020J,446108,-106,
SME       ,2020J,447481,-21,
SME       ,2020J,468120,-106,
SME       ,2020J,468694,-23,240
SME       ,2020J,470588,-154,240
SME       ,2020J,470982,-31,
SME       ,2020J,476603,-72,
SME       ,2020J,481022,-30,
SME       ,2020J,483800,-49,
SME       ,2020J,484897,-109,
SME       ,2020J,485962,-121,
SME       ,2020J,488382,-155,-137
SME       ,2020J,488990,-137,
SME       ,2020J,500113,-109,
SME       ,2020J,503889,-70,
SME       ,2020J,514526,-22,-12
SME       ,2020J,518808,-10,
SME       ,2020J,522482,-87,80
SME       ,2020J,527100,-24,
SME       ,2020J,527801,-153,
SME       ,2020J,533068,-30,
SME       ,2020J,537081,-23,
SME       ,2020J,544253,-24,
SME       ,2020J,548120,-25,
SME       ,2020J,561467,-46,58
SME       ,2020J,567922,-49,-22
SME       ,2020J,569505,-60,
SME       ,2020J,570317,-24,
SME       ,2020J,574505,-153,
SME       ,2020J,588477,-141,
SME       ,2020J,593846,-154,227
SME       ,2020J,593987,-24,
SME       ,2020J,596288,-57,
SME       ,2020J,598070,-150,-2
SME       ,2020J,603834,-5,
SME       ,2020J,603861,-92,150
SME       ,2020J,608440,-37,-11
SME       ,2020J,623710,-129,-129
SME       ,2020J,623840,-108,
SME       ,2020J,626240,-25,
SME       ,2020J,628088,-135,51
SME       ,2020J,628312,-14,9
SME       ,2020J,630142,-24,166
SME       ,2020J,637665,-93,
SME       ,2020J,639053,-149,
SME       ,2020J,642878,-108,73
SME       ,2020J,648130,-53,228
SME       ,2020J,676546,-38,180
SME       ,2020J,677186,-66,
SME       ,2020J,677281,-17,
SME       ,2020J,684180,-21,
SME       ,2020J,687698,-4,
SME       ,2020J,696073,-22,
SME       ,2020J,696578,-22,182
SME       ,2020J,721259,-30,128
SME       ,2020J,852847,-87,
SME       ,2020J,998493,-135,
SME       ,2020J,1045203,-155,
SME       ,2020J,1112555,-122,
SME       ,2020J,1183831,-115,166
SME       ,2020J,1268696,-79,
SME       ,2020J,1336190,-23,
SME       ,2020J,1352868,-57,
SME       ,2020J,1398979,-72,213
SME       ,2020J,1456619,-99,63
SME       ,2020J,1469279,-51,-22
SME       ,2020J,1471214,-32,
SME       ,2020J,1472925,5,
SME       ,2020J,1484804,-88,
SME       ,2020J,1511033,-67,
SME       ,2020J,1576513,-84,
SME       ,2020J,1609002,-109,
SME       ,2020J,1629771,-115,
SME       ,2020J,1676594,-73,32
SME       ,2020J,1686551,-99,108
SME       ,2020J,1689639,-154,110
SME       ,2020J,1715896,-42,
SME       ,2020J,1721270,-136,
SME       ,2020J,1757766,-150,
SME       ,2020J,1773377,-37,
SME       ,2020J,1799111,-94,
SME       ,2020J,1818673,-44,
SME       ,2020J,1839386,-67,34
SME       ,2020J,1926668,-155,
SME       ,2020J,1947156,-109,
SME       ,2020J,1967783,-129,
SME       ,2020J,1970390,-119,
SME       ,2020J,1975209,-74,
SME       ,2020J,2010232,-7,
SME       ,2020J,2045084,-52,
SME       ,2020J,2057803,-53,
SME       ,2020J,2073016,-86,
SME       ,2020J,2085209,-59,
SME       ,2020J,2086400,-79,
SME       ,2020J,2139353,-79,
SME       ,2020J,2148681,-102,
SME       ,2020J,2158048,-8,55
SME       ,2020J,2158196,-115,12
SME       ,2020J,2165164,-86,
SME       ,2020J,2168833,-53,146
SME       ,2020J,2207874,-108,
SME       ,2020J,2240349,-108,
SME       ,2020J,2244332,-51,
SME       ,2020J,2273119,-44,135
SME       ,2020J,2277857,-119,
SME       ,2020J,2297896,-59,
SME       ,2020J,2313257,-101,-16
SME       ,2020J,2318055,-53,
SME       ,2020J,2330254,-153,
SME       ,2020J,2355470,-115,
SME       ,2020J,2358969,-46,
SME       ,2020J,2363863,-155,
SME       ,2020J,2365101,-85,-54
SME       ,2020J,2369415,-64,
SME       ,2020J,2375975,-53,
SME       ,2020J,2397661,-29,
SME       ,2020J,2398313,-42,
SME       ,2020J,2404408,-17,
SME       ,2020J,2425993,-16,
SME       ,2020J,2429854,-37,
SME       ,2020J,2432796,-59,
SME       ,2020J,2434159,-31,
SME       ,2020J,2436812,-51,
SME       ,2020J,2467267,-59,
SME       ,2020J,2470694,-115,
SME       ,2020J,2473538,-146,
SME       ,2020J,2474849,-73,132
SME       ,2020J,2494700,-56,
SME       ,2020J,2500258,-102,
SME       ,2020J,2507842,-128,38
SME       ,2020J,2509639,-87,
SME       ,2020J,2514368,-23,
SME       ,2020J,2514898,-128,
SME       ,2020J,2521865,-50,
SME       ,2020J,2522927,-140,
SME       ,2020J,2540168,-46,226
SME       ,2020J,2546445,-30,58
SME       ,2020J,2551797,-46,
SME       ,2020J,2551932,-38,175
SME       ,2020J,2569324,-10,
SME       ,2020J,2574990,-42,
SME       ,2020J,2576122,-17,
SME       ,2020J,2578676,-156,
SME       ,2020J,2581477,-109,
SME       ,2020J,2584873,-28,
SME       ,2020J,2595841,-87,
SME       ,2020J,2596621,-101,
SME       ,2020J,2601889,-49,
SME       ,2020J,2602338,10,
SME       ,2020J,2606802,-37,
SME       ,2020J,2624961,-23,
SME       ,2020J,2630087,-49,-8
SME       ,2020J,2633226,-46,
SME       ,2020J,2642616,-56,
SME       ,2020J,2642935,-128,
SME       ,2020J,2648611,-155,
SME       ,2020J,2649800,-153,
SME       ,2020J,2654628,-35,
SME       ,2020J,2677624,-59,
SME       ,2020J,2680312,-44,
SME       ,2020J,2688166,-56,
SME       ,2020J,2690062,-25,32
SME       ,2020J,2692514,-44,
SME       ,2020J,2694788,-92,
SME       ,2020J,23629,-47,
SME       ,2020J,25107,-73,
SME       ,2020J,27891,-58,153
SME       ,2020J,29144,-24,
SME       ,2020J,31663,-60,
SME       ,2020J,33666,-23,139
SME       ,2020J,34229,-58,
SME       ,2020J,34353,-16,
SME       ,2020J,34431,-24,27
SME       ,2020J,34694,-55,-54
SME       ,2020J,34756,-43,59
SME       ,2020J,34863,-65,
SME       ,2020J,35812,-53,
SME       ,2020J,39655,-22,
SME       ,2020J,50993,-53,
SME       ,2020J,52899,-117,86
SME       ,2020J,58089,-58,
SME       ,2020J,62631,-45,
SME       ,2020J,70608,-17,
SME       ,2020J,71433,-19,
SME       ,2020J,72070,-24,10
SME       ,2020J,74695,-64,
SME       ,2020J,74734,2,
SME       ,2020J,75399,-24,
SME       ,2020J,78645,-28,
SME       ,2020J,79378,-24,
SME       ,2020J,82535,-19,
SME       ,2020J,82741,-60,
SME       ,2020J,83254,-51,
SME       ,2020J,84245,-27,
SME       ,2020J,84664,-92,
SME       ,2020J,86291,-15,72
SME       ,2020J,87604,-111,-75
SME       ,2020J,87732,-66,
SME       ,2020J,88580,-23,-8
SME       ,2020J,91322,-19,
SME       ,2020J,92274,-96,132
SME       ,2020J,92832,-65,
SME       ,2020J,92947,-227,
SME       ,2020J,92993,-43,
SME       ,2020J,94616,-22,
SME       ,2020J,96291,-51,42
SME       ,2020J,97154,-50,
SME       ,2020J,98313,-22,
SME       ,2020J,102849,-51,-4
SME       ,2020J,104054,-19,
SME       ,2020J,108377,-53,
SME       ,2020J,108589,-108,
SME       ,2020J,109938,-44,
SME       ,2020J,110881,-43,
SME       ,2020J,116603,-28,
SME       ,2020J,117071,-25,
SME       ,2020J,120994,-19,
SME       ,2020J,122524,-68,
SME       ,2020J,123379,-131,-59
SME       ,2020J,123860,-29,
SME       ,2020J,126322,-106,
SME       ,2020J,126411,-124,
